colour	x	y	key	group	clickSelects	showSelected1	PANEL
#00C094	2.775	1999	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.72	2000	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.677	2001	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.647	2002	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.629	2003	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.621	2004	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.618	2005	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.616	2006	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.609	2007	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.595	2008	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.572	2009	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.54	2010	Bahrain	13	Bahrain	Middle East & North Africa	1
#00C094	2.501	2011	Bahrain	13	Bahrain	Middle East & North Africa	1
#FB61D7	6.801	1960	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1961	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1962	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1963	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1964	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1965	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1966	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1967	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1968	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.801	1969	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.802	1970	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.805	1971	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.811	1972	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.817	1973	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.823	1974	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.823	1975	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.813	1976	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.79	1977	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.753	1978	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.705	1979	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.651	1980	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.597	1981	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.549	1982	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.514	1983	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.491	1984	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.483	1985	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.485	1986	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.494	1987	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.503	1988	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.508	1989	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.505	1990	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.492	1991	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.468	1992	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.432	1993	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.381	1994	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.316	1995	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.233	1996	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.136	1997	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.026	1998	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	5.904	1999	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	5.772	2000	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	5.632	2001	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	5.484	2002	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	5.333	2003	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	5.18	2004	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	5.028	2005	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	4.88	2006	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	4.736	2007	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	4.597	2008	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	4.465	2009	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	4.338	2010	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	4.218	2011	Burundi	29	Burundi	Sub-Saharan Africa	1
#FB61D7	6.282	1960	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.339	1961	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.394	1962	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.447	1963	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.497	1964	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.544	1965	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.588	1966	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.63	1967	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.671	1968	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.71	1969	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.748	1970	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.786	1971	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.823	1972	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.86	1973	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.896	1974	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.929	1975	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.959	1976	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.984	1977	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	7.004	1978	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	7.018	1979	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	7.025	1980	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	7.025	1981	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	7.021	1982	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	7.01	1983	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.994	1984	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.972	1985	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.942	1986	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.904	1987	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.858	1988	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.805	1989	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.744	1990	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.677	1991	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.603	1992	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.526	1993	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.446	1994	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.364	1995	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.282	1996	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.2	1997	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.12	1998	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	6.041	1999	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.966	2000	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.895	2001	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.828	2002	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.764	2003	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.702	2004	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.64	2005	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.577	2006	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.511	2007	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.44	2008	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.366	2009	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.287	2010	Benin	19	Benin	Sub-Saharan Africa	1
#FB61D7	5.206	2011	Benin	19	Benin	Sub-Saharan Africa	1
#00B6EB	1.74	2000	Bermuda	20	Bermuda	North America	1
#00B6EB	1.752	2005	Bermuda	20	Bermuda	North America	1
#00B6EB	1.7544	2006	Bermuda	20	Bermuda	North America	1
#00B6EB	1.7568	2007	Bermuda	20	Bermuda	North America	1
#00B6EB	1.7592	2008	Bermuda	20	Bermuda	North America	1
#00B6EB	1.7616	2009	Bermuda	20	Bermuda	North America	1
#00B6EB	1.764	2010	Bermuda	20	Bermuda	North America	1
#00B6EB	1.764	2011	Bermuda	20	Bermuda	North America	1
#F8766D	6.487	1960	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	6.487	1961	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	6.448	1962	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	6.36	1963	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	6.227	1964	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	6.068	1965	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.918	1966	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.804	1967	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.742	1968	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.731	1969	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.751	1970	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.771	1971	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.758	1972	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.687	1973	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.555	1974	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.365	1975	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	5.132	1976	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	4.884	1977	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	4.645	1978	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	4.429	1979	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	4.246	1980	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	4.103	1981	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.992	1982	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.906	1983	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.843	1984	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.794	1985	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.755	1986	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.715	1987	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.668	1988	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.608	1989	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.532	1990	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.435	1991	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.321	1992	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.197	1993	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	3.064	1994	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.929	1995	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.798	1996	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.677	1997	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.569	1998	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.477	1999	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.401	2000	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.341	2001	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.292	2002	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.25	2003	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.213	2004	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.179	2005	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.148	2006	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.119	2007	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.092	2008	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.066	2009	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.042	2010	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#F8766D	2.017	2011	Brunei Darussalam	26	Brunei Darussalam	East Asia & Pacific	1
#53B400	6.696	1960	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.672	1961	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.648	1962	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.627	1963	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.607	1964	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.593	1965	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.586	1966	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.585	1967	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.587	1968	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.587	1969	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.578	1970	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.549	1971	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.496	1972	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.415	1973	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.31	1974	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.183	1975	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.043	1976	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.899	1977	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.761	1978	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.634	1979	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.521	1980	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.423	1981	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.337	1982	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.259	1983	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.189	1984	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.127	1985	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.074	1986	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	5.029	1987	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.989	1988	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.952	1989	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.913	1990	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.866	1991	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.81	1992	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.742	1993	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.663	1994	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.575	1995	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.482	1996	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.39	1997	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.302	1998	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.219	1999	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.14	2000	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	4.063	2001	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.983	2002	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.899	2003	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.811	2004	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.721	2005	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.634	2006	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.551	2007	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.475	2008	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.407	2009	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.348	2010	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	3.294	2011	Bolivia	22	Bolivia	Latin America & Caribbean	1
#53B400	6.21	1960	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	6.19	1961	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	6.143	1962	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	6.063	1963	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	5.953	1964	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	5.815	1965	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	5.658	1966	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	5.491	1967	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	5.326	1968	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	5.168	1969	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	5.024	1970	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.896	1971	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.782	1972	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.679	1973	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.585	1974	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.499	1975	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.418	1976	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.339	1977	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.256	1978	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.169	1979	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.073	1980	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.966	1981	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.848	1982	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.721	1983	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.587	1984	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.449	1985	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.308	1986	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.17	1987	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	3.039	1988	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.917	1989	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.809	1990	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.717	1991	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.643	1992	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.583	1993	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.537	1994	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.502	1995	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.474	1996	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.451	1997	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.427	1998	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.399	1999	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.364	2000	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.319	2001	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.264	2002	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.203	2003	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.136	2004	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.068	2005	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	2.002	2006	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	1.944	2007	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	1.895	2008	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	1.857	2009	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	1.83	2010	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	1.811	2011	Brazil	25	Brazil	Latin America & Caribbean	1
#53B400	4.495	1960	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	4.496	1961	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	4.45	1962	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	4.356	1963	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	4.22	1964	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	4.057	1965	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.893	1966	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.75	1967	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.641	1968	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.571	1969	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.531	1970	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.504	1971	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.469	1972	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.411	1973	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.33	1974	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.234	1975	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.139	1976	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.062	1977	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	3.012	1978	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.99	1979	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.989	1980	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.994	1981	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.989	1982	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.965	1983	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.919	1984	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.857	1985	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.789	1986	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.728	1987	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.683	1988	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.654	1989	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.639	1990	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.631	1991	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.621	1992	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.601	1993	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.566	1994	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.514	1995	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.443	1996	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.357	1997	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.263	1998	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.165	1999	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	2.071	2000	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.989	2001	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.925	2002	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.881	2003	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.858	2004	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.854	2005	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.862	2006	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.876	2007	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.888	2008	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.895	2009	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.896	2010	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#53B400	1.891	2011	Bahamas, The	12	Bahamas, The	Latin America & Caribbean	1
#A58AFF	6.67	1960	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1961	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1962	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1963	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1964	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1965	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1966	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1967	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1968	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.67	1969	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.671	1970	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.674	1971	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.679	1972	Bhutan	21	Bhutan	South Asia	1
#A58AFF	6.685	1973	Bhutan	21	Bhutan	South Asia	1
